"age","education","marital-status","occupation","relationship","race","sex","native-country"
31,"HS-grad","Married-civ-spouse","Other-service","Husband","White","Male","United-States"
43,"Some-college","Married-civ-spouse","Other-service","Wife","White","Female","England"
26,"Assoc-voc","Never-married","Other-service","Not-in-family","White","Female","United-States"
34,"HS-grad","Married-civ-spouse","Farming-fishing","Husband","Black","Male","United-States"
50,"Bachelors","Married-civ-spouse","Prof-specialty","Wife","White","Female","United-States"
30,"HS-grad","Separated","Adm-clerical","Unmarried","Black","Female","United-States"
17,"11th","Never-married","Other-service","Own-child","White","Male","United-States"
35,"Masters","Never-married","Prof-specialty","Own-child","Black","Female","United-States"
29,"Some-college","Married-civ-spouse","Craft-repair","Husband","White","Male","United-States"
27,"Assoc-acdm","Married-civ-spouse","Adm-clerical","Husband","White","Male","El-Salvador"
32,"Bachelors","Married-civ-spouse","Exec-managerial","Husband","Black","Male",
34,"Bachelors","Never-married","Sales","Own-child","White","Male","United-States"
32,"HS-grad","Separated","Handlers-cleaners","Not-in-family","White","Female","United-States"
47,"Some-college","Divorced","Adm-clerical","Unmarried","White","Female","United-States"
40,"Some-college","Never-married","Sales","Not-in-family","White","Female","United-States"
26,"Assoc-voc","Never-married","Other-service","Not-in-family","White","Female","United-States"
30,"HS-grad","Never-married","Other-service","Not-in-family","White","Female","Ireland"
54,"HS-grad","Divorced","Craft-repair","Not-in-family","White","Male","United-States"
53,"Bachelors","Married-civ-spouse","Prof-specialty","Husband","White","Male","United-States"
38,"Bachelors","Married-civ-spouse","Exec-managerial","Husband","White","Male",
43,"7th-8th","Separated","Farming-fishing","Not-in-family","Black","Male","United-States"
25,"Some-college","Never-married","Farming-fishing","Own-child","White","Male","United-States"
39,"HS-grad","Married-civ-spouse","Craft-repair","Husband","White","Male","United-States"
57,"HS-grad","Married-civ-spouse","Transport-moving","Husband","White","Male","United-States"
47,"HS-grad","Married-civ-spouse","Other-service","Husband","White","Male","United-States"
45,"HS-grad","Divorced","Other-service","Other-relative","Black","Female","United-States"
24,"Bachelors","Never-married","Prof-specialty","Not-in-family","White","Male","United-States"
32,"10th","Divorced","Craft-repair","Not-in-family","White","Male","United-States"
25,"Some-college","Never-married","Sales","Not-in-family","White","Male","United-States"
57,"5th-6th","Separated","Machine-op-inspct","Not-in-family","White","Female","United-States"
28,"Bachelors","Married-civ-spouse","Prof-specialty","Wife","White","Female","United-States"
28,"HS-grad","Married-civ-spouse","Sales","Husband","White","Male","Cuba"
27,"Bachelors","Never-married","Prof-specialty","Not-in-family","White","Female","United-States"
28,"Bachelors","Never-married","Adm-clerical","Not-in-family","White","Female","United-States"
74,"1st-4th","Married-civ-spouse",,"Husband","Black","Male","United-States"
44,"HS-grad","Married-civ-spouse","Farming-fishing","Husband","Asian-Pac-Islander","Male","Japan"
27,"HS-grad","Never-married","Machine-op-inspct","Own-child","White","Male","United-States"
61,"Bachelors","Married-civ-spouse","Exec-managerial","Husband","White","Male","United-States"
25,"11th","Never-married","Other-service","Not-in-family","White","Male","United-States"
28,"9th","Never-married","Handlers-cleaners","Own-child","Black","Female","United-States"
20,"Some-college","Never-married","Craft-repair","Own-child","White","Male","United-States"
33,"Assoc-voc","Never-married","Sales","Own-child","Asian-Pac-Islander","Male","Philippines"
38,"HS-grad","Divorced","Other-service","Not-in-family","White","Male","United-States"
31,"HS-grad","Never-married","Sales","Unmarried","Black","Female","United-States"
40,"Masters","Never-married","Prof-specialty","Not-in-family","White","Female","United-States"
43,"Some-college","Married-civ-spouse","Exec-managerial","Husband","White","Male","United-States"
38,"Masters","Married-civ-spouse","Exec-managerial","Husband","White","Male","United-States"
19,"Some-college","Never-married","Exec-managerial","Own-child","Black","Male","United-States"
56,"Assoc-acdm","Married-civ-spouse","Other-service","Husband","White","Male","United-States"
38,"Masters","Divorced","Exec-managerial","Not-in-family","White","Male","United-States"
30,"Bachelors","Married-civ-spouse",,"Wife","White","Female","United-States"
22,"HS-grad","Married-civ-spouse","Priv-house-serv","Wife","White","Female","United-States"
18,"HS-grad","Never-married","Other-service","Own-child","White","Male","United-States"
68,"Some-college","Widowed","Other-service","Not-in-family","White","Female","United-States"
35,"Assoc-voc","Divorced","Transport-moving","Not-in-family","White","Male","United-States"
42,"7th-8th","Married-civ-spouse","Other-service","Other-relative","Asian-Pac-Islander","Female",
32,"10th","Divorced","Craft-repair","Unmarried","White","Male","United-States"
43,"Some-college","Married-civ-spouse","Prof-specialty","Wife","White","Female","United-States"
30,"10th","Never-married","Machine-op-inspct","Unmarried","Black","Female","United-States"
62,"Some-college","Married-civ-spouse","Tech-support","Husband","White","Male","United-States"
38,"Assoc-voc","Married-civ-spouse","Machine-op-inspct","Husband","White","Male","United-States"
27,"HS-grad","Never-married","Handlers-cleaners","Own-child","White","Male","United-States"
28,"Doctorate","Never-married","Prof-specialty","Not-in-family","White","Female","Germany"
26,"Assoc-voc","Never-married","Other-service","Not-in-family","White","Male","United-States"
21,"Some-college","Never-married","Machine-op-inspct","Own-child","White","Male","United-States"
19,"HS-grad","Never-married","Other-service","Other-relative","Black","Male","United-States"
20,"Some-college","Never-married","Adm-clerical","Own-child","White","Male","United-States"
25,"Bachelors","Never-married","Protective-serv","Not-in-family","Black","Male","United-States"
28,"Some-college","Never-married","Craft-repair","Own-child","White","Male","Columbia"
36,"Assoc-voc","Never-married","Adm-clerical","Not-in-family","White","Male","United-States"
23,"Bachelors","Never-married","Craft-repair","Not-in-family","Amer-Indian-Eskimo","Male","Mexico"
24,"Bachelors","Married-civ-spouse","Adm-clerical","Wife","White","Female","United-States"
23,"HS-grad","Never-married","Other-service","Not-in-family","White","Female","United-States"
24,"Bachelors","Never-married","Prof-specialty","Own-child","White","Female","United-States"
25,"HS-grad","Never-married","Other-service","Not-in-family","White","Male","United-States"
24,"HS-grad","Never-married","Machine-op-inspct","Not-in-family","White","Male","United-States"
30,"HS-grad","Married-civ-spouse","Exec-managerial","Husband","White","Male","United-States"
26,"Bachelors","Never-married","Sales","Own-child","White","Female",
62,"Masters","Married-civ-spouse",,"Husband","White","Male","United-States"
36,"Some-college","Married-civ-spouse","Exec-managerial","Wife","White","Female","United-States"
45,"HS-grad","Married-civ-spouse","Other-service","Husband","Asian-Pac-Islander","Male","Philippines"
31,"Assoc-acdm","Divorced","Sales","Unmarried","White","Female","United-States"
34,"HS-grad","Never-married","Adm-clerical","Not-in-family","White","Male","United-States"
65,"Bachelors","Married-civ-spouse","Exec-managerial","Husband","White","Male","Mexico"
42,"Assoc-voc","Divorced","Prof-specialty","Unmarried","White","Female","United-States"
27,"Prof-school","Never-married","Prof-specialty","Not-in-family","White","Male","United-States"
40,"Some-college","Married-civ-spouse","Sales","Wife","Black","Female","Puerto-Rico"
53,"Some-college","Married-civ-spouse","Adm-clerical","Husband","White","Male","United-States"
54,"HS-grad","Married-civ-spouse","Sales","Husband","White","Male","United-States"
30,"Bachelors","Never-married","Prof-specialty","Other-relative","White","Male","United-States"
59,"HS-grad","Married-civ-spouse","Transport-moving","Husband","White","Male","United-States"
42,"HS-grad","Divorced","Exec-managerial","Unmarried","White","Male","United-States"
23,"HS-grad","Never-married","Adm-clerical","Not-in-family","White","Female","United-States"
28,"Bachelors","Married-civ-spouse","Other-service","Wife","White","Female","United-States"
20,"HS-grad","Never-married","Handlers-cleaners","Own-child","White","Male","United-States"
22,"Some-college","Never-married","Sales","Not-in-family","White","Female","United-States"
73,"Bachelors","Married-civ-spouse",,"Husband","White","Male","United-States"
47,"Some-college","Married-civ-spouse","Craft-repair","Husband","White","Male","United-States"
44,"Some-college","Married-civ-spouse","Machine-op-inspct","Husband","White","Male","United-States"
40,"12th","Divorced","Craft-repair","Not-in-family","White","Male","United-States"
37,"Assoc-voc","Married-civ-spouse","Tech-support","Wife","White","Female","United-States"
39,"HS-grad","Divorced","Machine-op-inspct","Own-child","White","Male","United-States"
49,"Some-college","Married-civ-spouse","Sales","Husband","White","Male","United-States"
44,"Some-college","Divorced","Other-service","Not-in-family","White","Male","United-States"
27,"9th","Married-civ-spouse","Machine-op-inspct","Wife","White","Female","Portugal"
50,"HS-grad","Married-civ-spouse","Adm-clerical","Husband","White","Male","United-States"
39,"Bachelors","Married-civ-spouse","Prof-specialty","Husband","White","Male","United-States"
41,"HS-grad","Never-married","Sales","Unmarried","Black","Female","United-States"
55,"Bachelors","Married-civ-spouse","Protective-serv","Husband","White","Male","United-States"
53,"1st-4th","Married-civ-spouse","Other-service","Husband","Black","Male","Puerto-Rico"
53,"Masters","Divorced","Prof-specialty","Unmarried","White","Female","United-States"
31,"Masters","Married-civ-spouse","Exec-managerial","Husband","White","Male","Taiwan"
21,"HS-grad","Never-married","Craft-repair","Not-in-family","White","Male","United-States"
30,"HS-grad","Separated","Machine-op-inspct","Not-in-family","Black","Male","United-States"
74,"HS-grad","Widowed",,"Not-in-family","White","Female","United-States"
53,"Masters","Never-married","Exec-managerial","Not-in-family","White","Female","United-States"
47,"Some-college","Married-civ-spouse","Craft-repair","Husband","White","Male","United-States"
60,"Bachelors","Divorced","Exec-managerial","Not-in-family","White","Female","Hungary"
59,"9th","Separated","Machine-op-inspct","Unmarried","White","Female","Mexico"
37,"Bachelors","Never-married","Exec-managerial","Not-in-family","White","Male","United-States"
47,"Bachelors","Married-civ-spouse","Craft-repair","Husband","White","Male","United-States"
49,"9th","Married-civ-spouse","Craft-repair","Husband","White","Male","United-States"
73,"Some-college","Never-married","Prof-specialty","Other-relative","White","Female","United-States"
58,"HS-grad","Divorced","Other-service","Unmarried","Black","Female","United-States"
18,"11th","Never-married",,"Own-child","Black","Male","United-States"
35,"Some-college","Never-married","Handlers-cleaners","Own-child","Black","Male","United-States"
24,"Some-college","Married-civ-spouse","Prof-specialty","Wife","White","Female","United-States"
62,"HS-grad","Widowed","Adm-clerical","Not-in-family","White","Female","United-States"
58,"HS-grad","Married-civ-spouse","Adm-clerical","Wife","White","Female","United-States"
51,"Some-college","Married-civ-spouse","Adm-clerical","Husband","White","Male","United-States"
21,"HS-grad","Never-married","Sales","Own-child","Black","Male","United-States"
30,"Bachelors","Married-civ-spouse","Craft-repair","Husband","White","Male","United-States"
27,"Assoc-voc","Never-married","Prof-specialty","Not-in-family","White","Female","Canada"
25,"Bachelors","Married-civ-spouse","Tech-support","Husband","White","Male","United-States"
31,"HS-grad","Never-married","Craft-repair","Not-in-family","Amer-Indian-Eskimo","Male","United-States"
31,"HS-grad","Never-married","Other-service","Unmarried","Black","Female","United-States"
